DEPTH,GR,NPHI,RHOB,RS,RD,VP,VS,TIME,PHIE,SW,VSH,LR,MR,PI,SI,VPVS,LITHO,LITHO_LBL,LITHO_GMM
4822.0,70.5814,0.2651,2.4031,9.145,9.2245,3515.5811,2303.1216,3221.2864,0.1161,0.4968,0.3813,8865752.0,34516992.0,8448.292941409998,5534.631516959999,1.5264418083699969,2,Wet Sand,3
4822.5,76.6105,0.2578,2.3863,8.0144,7.9126,3515.5811,2269.2683,3221.5439,0.1241,0.5894,0.3215,11731208.0,29323442.0,8389.231178929998,5415.1549442900005,1.5492135063976349,2,Wet Sand,3
4823.0,76.6105,0.2578,2.4192,8.0144,7.9126,3437.5833,2303.1216,3221.8,0.1241,0.5894,0.3215,7071053.0,31043040.0,8316.20151936,5571.71177472,1.492575685104946,2,Wet Sand,3
4823.5,70.5814,0.26,2.4281,8.0144,7.9126,3437.5833,2269.2683,3222.0481,0.1102,0.6329,0.3998,14007405.0,22462774.0,8346.79601073,5510.010359230001,1.5148421630002935,2,Wet Sand,3
4824.0,70.5814,0.26,2.4115,8.0144,7.9126,3410.3884,2303.1216,3222.2957,0.1102,0.6329,0.3998,15516543.0,26058892.0,8224.1516266,5553.9777384,1.480767841350626,2,Wet Sand,3
4824.5,76.6105,0.249,2.4115,10.3463,10.2476,3410.3884,2154.4429,3222.5417,0.1268,0.5285,0.2816,10220039.0,31820606.0,8224.1516266,5195.439053350001,1.5829560393547677,2,Wet Sand,3
4825.0,76.6105,0.249,2.4012,10.3463,10.2476,3526.5928,2154.4429,3222.7859,0.1268,0.5285,0.2816,9722264.0,30993344.0,8468.054631359999,5173.248291479999,1.6368931383607337,2,Wet Sand,2
4825.5,78.0222,0.2203,2.4583,12.3749,12.5,3526.5928,2318.4773,3223.0339,0.0951,0.5448,0.3968,12677936.0,28050842.0,8669.42308024,5699.51274659,1.5210814442737912,2,Wet Sand,3
4826.0,78.0222,0.2203,2.4615,12.3749,12.5,3526.5928,2318.4773,3223.2869,0.0951,0.5448,0.3968,19503136.0,24459778.0,8680.7081772,5706.93187395,1.5210814442737912,2,Wet Sand,3
4826.5,78.0222,0.1352,2.52,12.4703,12.5,4192.959,2677.5457,3223.5352,0.0561,0.8437,0.4087,21067718.0,46582628.0,10566.25668,6747.415164,1.5659710308585957,2,Wet Sand,2
4827.0,78.0222,0.1352,2.5489,12.4703,12.5,4377.6543,2677.5457,3223.7791,0.0561,0.8437,0.4087,13864575.0,53917688.0,11158.203045270002,6824.796234730001,1.6349503577100477,2,Wet Sand,2
4827.5,66.6667,0.0892,2.5642,12.4703,12.9475,4432.5278,2826.7615,3224.0134,0.05,1.0,0.264,36827992.0,46179524.0,11365.88778476,7248.381838300001,1.5680586423721987,2,Wet Sand,2
4828.0,66.6667,0.0892,2.5489,12.4703,12.9475,4432.5278,2826.7615,3224.2529,0.05,1.0,0.264,35362376.0,51914424.0,11298.07010942,7205.1323873500005,1.5680586423721987,2,Wet Sand,2
4828.5,61.2613,0.0952,2.5452,12.6842,14.5115,4432.5278,2650.1272,3224.4941,0.0596,0.9056,0.1777,20896484.0,60622824.0,11281.66975656,6745.10374944,1.6725717165576053,2,Wet Sand,2
4829.0,61.2613,0.0952,2.5363,12.6842,14.5115,4628.6152,2826.7615,3224.7324,0.0596,0.9056,0.1777,26923034.0,36062512.0,11739.556731760002,7169.5151924500005,1.6374268575541304,2,Wet Sand,2
4829.5,58.2012,0.1046,2.5407,17.7922,18.8313,4684.248,3059.1204,3224.9697,0.0612,0.9698,0.2299,29617516.0,38913724.0,11901.2688936,7772.30720028,1.531240156484197,2,Wet Sand,2
4830.0,58.2012,0.1046,2.5545,17.7922,18.8313,4717.5845,3068.0583,3225.2104,0.0612,0.9698,0.2299,22380504.0,61425480.0,12051.06960525,7837.35492735,1.5376449984669456,2,Wet Sand,2
4830.5,45.6142,0.1026,2.5407,32.7185,41.5953,4717.5845,3068.0583,3225.4612,0.0691,0.5714,0.0942,9257851.0,81835728.0,11985.96693915,7795.015722810001,1.5376449984669456,2,Wet Sand,2
4831.0,45.6142,0.1026,2.5392,32.7185,41.5953,4717.5845,3068.0583,3225.6992,0.0691,0.5714,0.0942,12496937.0,80757056.0,11978.8905624,7790.413635360001,1.5376449984669456,2,Wet Sand,2
4831.5,45.6142,0.0785,2.518,55.7938,72.2645,4482.3271,2911.8123,3225.9077,0.0486,0.5115,0.1373,11551347.0,50273616.0,11286.4996378,7331.9433714,1.5393599031091394,2,Wet Sand,2
4832.0,45.6142,0.0785,2.5392,55.7938,72.2645,4482.3271,2911.8123,3226.1138,0.0486,0.5115,0.1373,18774722.0,50919708.0,11381.52497232,7393.673792160001,1.5393599031091394,2,Wet Sand,2
4832.5,46.7094,0.0941,2.5392,69.7015,86.8346,4482.3271,2911.8123,3226.3218,0.0634,0.4478,0.1451,19330306.0,52296528.0,11381.52497232,7393.673792160001,1.5393599031091394,2,Wet Sand,2
4833.0,46.7094,0.0941,2.4836,69.7015,86.8346,4645.8989,3062.0728,3226.5288,0.0634,0.4478,0.1451,18283888.0,60539332.0,11538.55450804,7604.96400608,1.5172398579158537,2,Wet Sand,3
4833.5,39.4564,0.1087,2.4453,87.1831,123.9828,5047.4541,3402.9314,3226.7317,0.0833,0.2699,0.1065,12288319.0,75726016.0,12342.53951073,8321.18815242,1.483266486065514,3,HC Sand,3
4834.0,39.4564,0.1087,2.4576,87.1831,123.9828,5236.1216,3569.5127,3226.9387,0.0833,0.2699,0.1065,11681639.0,76954928.0,12868.29244416,8772.43441152,1.4669009582176302,3,HC Sand,3
4834.5,38.8544,0.1113,2.4276,87.1831,134.6664,5047.4541,3529.3875,3227.1467,0.096,0.1793,0.1037,13653886.0,68242336.0,12253.19957316,8567.941095,1.4301218270875613,3,HC Sand,3
4835.0,38.8544,0.1113,2.4349,87.1831,134.6664,5165.5942,3402.9314,3227.3584,0.096,0.1793,0.1037,10110052.0,71142112.0,12577.705317579996,8285.79766586,1.5179836419858477,3,HC Sand,3
4835.5,38.2076,0.1084,2.4349,90.0974,172.2579,5047.4541,3402.9314,3227.5654,0.0841,0.2703,0.0767,13960495.0,50999084.0,12290.04598809,8285.79766586,1.483266486065514,3,HC Sand,3
4836.0,38.2076,0.1084,2.4492,90.0974,172.2579,4387.9526,2938.1577,3227.7695,0.0841,0.2703,0.0767,11928995.0,51785680.0,10746.973507919998,7196.13583884,1.4934367205681298,3,HC Sand,3
4836.5,38.2076,0.1327,2.4426,90.0974,135.9376,4387.9526,2932.9712,3227.9792,0.0906,0.1793,0.0997,16597666.0,70394680.0,10718.01302076,7164.07545312,1.4960776294018845,3,HC Sand,3
4837.0,38.2076,0.1327,2.4355,90.0974,135.9376,4246.7583,2775.759,3228.2119,0.0906,0.1793,0.0997,15572067.0,45701884.0,10342.979839650005,6760.3610445,1.5299448907488007,3,HC Sand,3
4837.5,38.2076,0.1281,2.4476,90.0974,135.9376,4321.3677,2829.0845,3228.4797,0.0868,0.214,0.1579,15976090.0,47948512.0,10576.97958252,6924.4672222,1.5274791898227147,3,HC Sand,3
4838.0,38.2076,0.1281,2.4513,90.0974,135.9376,4243.7593,2813.4224,3228.748,0.0868,0.214,0.1579,13091666.0,47560588.0,10402.72717209,6896.54232912,1.508397494809169,3,HC Sand,3
4838.5,48.0434,0.1166,2.4453,67.5667,85.3448,4041.8899,2623.4028,3229.0215,0.0821,0.3861,0.0901,15382180.0,41153924.0,9883.63337247,6415.00686684,1.540705033935315,2,Wet Sand,3
4839.0,48.0434,0.1166,2.4698,67.5667,85.3448,4053.4783,2675.2834,3229.2979,0.0821,0.3861,0.0901,12910274.0,43659288.0,10011.28070534,6607.41494132,1.515158468818668,2,Wet Sand,3
4839.5,43.7128,0.1218,2.4699,50.2222,64.0156,4053.4783,2675.2834,3229.5759,0.0797,0.3063,0.1514,12277400.0,33496316.0,10011.68605317,6607.68246966,1.515158468818668,2,Wet Sand,2
4840.0,43.7128,0.1218,2.4811,50.2222,64.0156,4209.5,2821.0957,3229.8545,0.0797,0.3063,0.1514,11097056.0,48990652.0,10444.19045,6999.42054127,1.4921507271093286,2,Wet Sand,2
4840.5,48.0434,0.1011,2.4699,62.3585,67.7406,4209.5,2821.0957,3230.1367,0.0977,0.2987,0.1265,11611757.0,69068152.0,10397.04405,6967.82426943,1.4921507271093286,3,HC Sand,2
4841.0,48.0434,0.1011,2.4811,62.3585,67.7406,4209.5,2821.0957,3230.4209,0.0977,0.2987,0.1265,13574063.0,65320776.0,10444.19045,6999.42054127,1.4921507271093286,3,HC Sand,2
4841.5,51.7267,0.1132,2.4456,50.2222,64.0156,5002.5059,3366.7209,3230.7083,0.0668,0.3547,0.2718,5507855.5,45861292.0,12234.128429040002,8233.652633040001,1.4858689058543584,2,Wet Sand,2
4842.0,51.7267,0.1132,2.4573,50.2222,64.0156,5002.5059,3366.7209,3230.9939,0.0668,0.3547,0.2718,6245236.0,41589892.0,12292.65774807,8273.04326757,1.4858689058543584,2,Wet Sand,2
4842.5,61.5799,0.1011,2.4849,33.6944,39.0229,4267.752,2878.7883,3231.2798,0.0897,0.4177,0.174,15464522.0,71702184.0,10604.936944800002,7153.5010466700005,1.482482056773678,2,Wet Sand,2
4843.0,61.5799,0.1011,2.4865,33.6944,39.0229,4267.752,2878.7883,3231.5681,0.0897,0.4177,0.174,7340227.0,77056904.0,10611.765348,7158.10710795,1.482482056773678,2,Wet Sand,2
4843.5,51.7267,0.1149,2.4865,33.1606,38.385,4648.8711,3163.937,3231.8425,0.0593,0.5048,0.3246,10491099.0,53051548.0,11559.41799015,7867.129350499999,1.469331121321316,2,Wet Sand,2
4844.0,51.7267,0.1149,2.4865,33.1606,38.385,4569.7451,2977.9531,3232.1157,0.0593,0.5048,0.3246,11648605.0,47006636.0,11362.67119115,7404.68038315,1.5345255437367364,2,Wet Sand,2
4844.5,53.3773,0.1032,2.4867,33.1606,39.0229,4267.752,2878.7883,3232.3984,0.0739,0.5904,0.0912,9838136.0,61900780.0,10612.6188984,7158.682865610001,1.482482056773678,2,Wet Sand,2
4845.0,53.3773,0.1032,2.5,33.1606,39.0229,4342.8267,2850.6934,3232.6948,0.0739,0.5904,0.0912,19663616.0,55426612.0,10857.066749999998,7126.7335,1.523428194698174,2,Wet Sand,2
4845.5,49.2422,0.1044,2.5014,42.8038,70.2715,4408.0039,2915.3806,3232.9968,0.0716,0.3519,0.1845,15293501.0,47704876.0,11026.18095546,7292.53303284,1.5119823120178544,2,Wet Sand,2
4846.0,49.2422,0.1044,2.5,42.8038,70.2715,4342.8267,2850.6934,3233.2783,0.0716,0.3519,0.1845,15951924.0,49720240.0,10857.066749999998,7126.7335,1.523428194698174,2,Wet Sand,2
4846.5,53.3773,0.0954,2.5135,52.7551,70.2715,4408.0039,2915.3806,3233.552,0.0668,0.4038,0.1582,15362090.0,53696612.0,11079.51780265,7327.8091381,1.5119823120178544,2,Wet Sand,2
4847.0,53.3773,0.0954,2.4859,52.7551,70.2715,4342.8267,2850.6934,3233.8352,0.0668,0.4038,0.1582,17589148.0,56455820.0,10795.83289353,7086.53872306,1.523428194698174,2,Wet Sand,2
4847.5,49.2422,0.1023,2.5046,44.9402,64.8156,4318.332,2895.4976,3234.1262,0.0571,0.4352,0.2684,6629130.0,49352044.0,10815.6943272,7252.06328896,1.491395468606156,2,Wet Sand,2
4848.0,49.2422,0.1023,2.4925,44.9402,64.8156,4318.332,2895.4976,3234.394,0.0571,0.4352,0.2684,11937206.0,47135288.0,10763.44251,7217.027768000001,1.491395468606156,2,Wet Sand,2
4848.5,64.6038,0.1025,2.5148,44.9402,60.9327,4134.6748,2804.8591,3234.6221,0.0743,0.4062,0.1388,11890237.0,53019732.0,10397.88018704,7053.659664680001,1.4741114090187273,2,Wet Sand,2
4849.0,64.6038,0.1025,2.5124,44.9402,60.9327,4248.5469,2754.4587,3234.8428,0.0743,0.4062,0.1388,13876313.0,54320876.0,10674.04923156,6920.30203788,1.5424253411387143,2,Wet Sand,2
4849.5,56.0956,0.0954,2.5124,39.7043,58.4882,4248.5469,2738.4919,3235.0576,0.0606,0.4984,0.2688,17320810.0,43652732.0,10674.04923156,6880.18704956,1.5514184650317937,2,Wet Sand,2
4850.0,56.0956,0.0954,2.5226,39.7043,58.4882,4248.5469,2738.4919,3235.2656,0.0606,0.4984,0.2688,19418328.0,47722712.0,10717.38440994,6908.119666940001,1.5514184650317937,2,Wet Sand,2
4850.5,60.3932,0.0944,2.5288,39.7043,57.8981,4168.2305,2670.3984,3235.489,0.0587,0.5187,0.2041,8988070.0,45600648.0,10540.6212884,6752.90347392,1.5609021110857464,2,Wet Sand,2
4851.0,60.3932,0.0944,2.5288,39.7043,57.8981,4168.2305,2703.7373,3235.7329,0.0587,0.5187,0.2041,17909094.0,47541984.0,10540.6212884,6837.210884239999,1.5416551378715675,2,Wet Sand,2
4851.5,56.3398,0.091,2.5296,40.7324,51.3474,4168.2305,2703.7373,3235.9575,0.054,0.5073,0.2348,10230802.0,57230860.0,10543.9558728,6839.373874079999,1.5416551378715675,2,Wet Sand,2
4852.0,56.3398,0.091,2.4872,40.7324,51.3474,4304.6792,2757.5281,3236.1536,0.054,0.5073,0.2348,13956868.0,50335808.0,10706.59810624,6858.523890320001,1.5610644910563194,2,Wet Sand,2
4852.5,59.2614,0.1035,2.4958,40.7324,49.6643,4188.1968,2757.5281,3236.3367,0.0624,0.501,0.2044,14908792.0,44085208.0,10452.90157344,6882.23863198,1.5188228906896724,2,Wet Sand,2
4853.0,59.2614,0.1035,2.4891,40.7324,49.6643,4188.1968,2757.5281,3236.5386,0.0624,0.501,0.2044,14454294.0,47109556.0,10424.84065488,6863.76319371,1.5188228906896724,2,Wet Sand,2
4853.5,56.3398,0.1113,2.4815,32.9892,37.0649,4188.1968,2757.5281,3236.7678,0.0652,0.5617,0.2266,17637384.0,35952572.0,10393.0103592,6842.80598015,1.5188228906896724,2,Wet Sand,2
4854.0,56.3398,0.1113,2.5235,32.9892,37.0649,4462.0376,2874.4131,3236.988,0.0652,0.5617,0.2266,7814083.0,59485280.0,11259.9518836,7253.58145785,1.552329969551001,2,Wet Sand,2
4854.5,59.0094,0.1011,2.5099,30.5674,35.2337,4453.7207,2951.2903,3237.2002,0.0631,0.6025,0.1962,15519438.0,55964260.0,11178.39358493,7407.443523970001,1.5090757761105371,2,Wet Sand,2
4855.0,59.0094,0.1011,2.506,30.5674,35.2337,4393.481,2874.4131,3237.3979,0.0631,0.6025,0.1962,17447262.0,51887932.0,11010.063385999998,7203.2792286,1.528479326788484,2,Wet Sand,2
4855.5,59.0094,0.1197,2.5099,29.5293,31.8321,4493.8071,2880.2136,3237.5811,0.0656,0.5893,0.2321,22697656.0,52259012.0,11279.00644029,7229.04811464,1.560233970147214,2,Wet Sand,2
4856.0,59.0094,0.1197,2.5206,29.5293,31.8321,4492.876,2845.1165,3237.7671,0.0656,0.5893,0.2321,13703284.0,51427584.0,11324.7432456,7171.4006499,1.5791536128661163,2,Wet Sand,2
4856.5,62.0078,0.1165,2.5288,29.5293,31.6231,4524.0576,2872.6848,3237.9558,0.0635,0.674,0.2463,18378290.0,56252372.0,11440.43685888,7264.44532224,1.57485346112459,2,Wet Sand,2
4857.0,62.0078,0.1165,2.5093,29.5293,31.6231,4492.876,2872.6848,3238.1545,0.0635,0.674,0.2463,23179702.0,51961644.0,11273.9737468,7208.42796864,1.563998946212268,2,Wet Sand,2
4857.5,60.9846,0.1116,2.5297,30.9529,31.6231,4489.0757,2863.2104,3238.374,0.0616,0.6229,0.2389,24035314.0,52462368.0,11356.014798290002,7243.06334888,1.5678469524977978,2,Wet Sand,2
4858.0,60.9846,0.1116,2.5075,30.9529,31.6231,4489.0757,2872.6848,3238.5806,0.0616,0.6229,0.2389,12089293.0,62976756.0,11256.35731775,7203.257135999999,1.5626760374128064,2,Wet Sand,2
4858.5,55.952,0.0963,2.5112,62.0238,57.2617,4489.0757,2884.3989,3238.7842,0.0632,0.5428,0.1045,14119144.0,52464284.0,11272.96689784,7243.302517680001,1.5563297087653167,2,Wet Sand,2
4859.0,55.952,0.0963,2.5112,62.0238,57.2617,4356.7773,2942.7129,3239.0105,0.0632,0.5428,0.1045,16173394.0,51762948.0,10940.73915576,7389.74063448,1.4805308733991684,2,Wet Sand,2
4859.5,55.952,0.1292,2.5069,62.0238,57.2617,4356.7773,2942.7129,3239.2358,0.0705,0.3595,0.226,18610064.0,54419788.0,10922.00501337,7377.08696901,1.4805308733991684,2,Wet Sand,2
4860.0,55.952,0.1292,2.5049,62.0238,57.2617,4440.6509,2865.0293,3239.469,0.0705,0.3595,0.226,9901605.0,55444304.0,11123.38643941,7176.611893570001,1.5499495589800771,2,Wet Sand,2
4860.5,55.952,0.1409,2.5012,62.0238,60.3463,4412.1787,2909.1724,3239.7087,0.0716,0.5839,0.3239,14351201.0,48783416.0,11035.74136444,7276.42200688,1.516643943136543,2,Wet Sand,2
4861.0,55.952,0.1409,2.5049,62.0238,60.3463,4412.1787,2835.6746,3239.9607,0.0716,0.5839,0.3239,13470771.0,50452944.0,11052.066425630002,7103.08130554,1.5559538107792763,2,Wet Sand,2
4861.5,57.1372,0.0803,2.5486,64.9734,60.3463,4412.1787,2909.1724,3240.2153,0.0537,0.6778,0.0637,16502591.0,54970384.0,11244.87863482,7414.31677864,1.516643943136543,2,Wet Sand,2
4862.0,57.1372,0.0803,2.5316,64.9734,60.3463,4471.3149,2996.0042,3240.4299,0.0537,0.6778,0.0637,8474231.0,64923008.0,11319.580800840002,7584.68423272,1.4924261120862248,2,Wet Sand,2
4862.5,35.8576,0.0916,2.5354,64.9734,60.3463,4645.6543,3197.3149,3240.6221,0.0497,0.2025,0.2288,18597978.0,65716212.0,11778.59191222,8106.47219746,1.4529861603559913,3,HC Sand,2
4863.0,35.8576,0.0916,2.527,64.9734,60.3463,4645.6543,3182.7559,3240.8362,0.0497,0.2025,0.2288,13030641.0,57318896.0,11739.5684161,8042.824159300001,1.4596326095884389,3,HC Sand,2
4863.5,57.1372,0.1281,2.5255,33.1189,34.6362,4538.7808,2996.0042,3241.0872,0.0865,0.5453,0.086,16591320.0,70558080.0,11462.690910400002,7566.4086071,1.5149447387290047,2,Wet Sand,2
4864.0,57.1372,0.1281,2.5255,33.1189,34.6362,4538.7808,2802.2141,3241.3176,0.0865,0.5453,0.086,12746878.0,47511688.0,11462.690910400002,7076.99170955,1.6197123553121795,2,Wet Sand,2
4864.5,75.7846,0.1642,2.4606,29.1131,30.9364,4538.7808,2862.9854,3241.5056,0.0398,0.438,0.5985,26832956.0,52277852.0,11168.12403648,7044.66187524,1.5853314515680033,1,Shale,2
4865.0,75.7846,0.1642,2.4598,29.1131,30.9364,4220.3701,2557.1243,3241.71,0.0398,0.438,0.5985,53832720.0,41876260.0,10381.26637198,6290.01435314,1.6504360386391854,1,Shale,1
4865.5,75.7846,0.2286,2.4411,14.9165,14.3168,4538.7808,2557.1243,3241.9419,0.1021,0.6526,0.3749,15026086.0,32617468.0,11079.61781088,6242.19612873,1.774955093109866,2,Wet Sand,2
4866.0,75.7846,0.2286,2.4392,14.9165,14.3168,4608.6484,2557.1243,3242.1677,0.1021,0.6526,0.3749,15851096.0,32869946.0,11241.41517728,6237.33759256,1.8022778165300763,2,Wet Sand,2
4866.5,74.7326,0.2286,2.4392,14.9165,14.3168,4608.6484,2977.9438,3242.3796,0.1335,0.4779,0.183,12682918.0,52339508.0,11241.41517728,7263.80051696,1.5475941486874265,2,Wet Sand,2
4867.0,74.7326,0.2286,2.4392,14.9165,14.3168,4652.3481,2977.9438,3242.6016,0.1335,0.4779,0.183,12568651.0,55207968.0,11348.00748552,7263.80051696,1.562268602919907,2,Wet Sand,2
4867.5,74.7326,0.2286,2.4751,14.9165,15.4265,4636.0518,2977.9438,3242.8323,0.077,0.3519,0.5284,23013610.0,54326788.0,11474.69181018,7370.708699379999,1.5567962699631874,1,Shale,2
4868.0,74.7326,0.2286,2.4702,14.9165,15.4265,4644.3096,2977.9438,3243.0571,0.077,0.3519,0.5284,23389584.0,54110476.0,11472.37357392,7356.11677476,1.5595692571498494,1,Shale,2
4868.5,88.4032,0.2286,2.4566,13.1941,15.4265,4636.0518,2804.6233,3243.2769,0.0766,0.4573,0.5312,34766880.0,47468496.0,11388.92485188,6889.83759878,1.6530033819515084,1,Shale,1
4869.0,88.4032,0.2286,2.465,13.1941,15.4265,4344.7891,2446.6245,3243.5017,0.0766,0.4573,0.5312,41228804.0,35740120.0,10709.9051315,6030.929392499999,1.7758299649169704,1,Shale,1
4869.5,88.4032,0.2286,2.4566,13.3575,11.67,4282.0718,2319.6541,3243.7419,0.0497,0.5478,0.6954,47517092.0,33755112.0,10519.337583879998,5698.46226206,1.8459958318785543,1,Shale,1
4870.0,88.4032,0.2286,2.465,13.3575,11.67,4204.0972,2293.7178,3243.9773,0.0497,0.5478,0.6954,43458372.0,31968096.0,10363.099598,5654.014377,1.832874645695299,1,Shale,1
4870.5,87.319,0.2286,2.4509,12.4001,10.7354,4204.0972,2293.7178,3244.2024,0.079,0.6486,0.5164,42961600.0,31602672.0,10303.82182748,5621.672956019999,1.832874645695299,1,Shale,1
4871.0,87.319,0.2286,2.4556,12.4001,10.7354,4204.0972,2293.7178,3244.4316,0.079,0.6486,0.5164,43128408.0,31725374.0,10323.58108432,5632.453429679999,1.832874645695299,1,Shale,1
4871.5,87.319,0.2286,2.4509,12.4001,10.7354,4204.0972,2293.7178,3244.6716,0.1165,0.5719,0.2869,9040405.0,27250764.0,10303.82182748,5621.672956019999,1.832874645695299,2,Wet Sand,2
4872.0,87.319,0.2286,2.4361,12.4001,10.7354,4204.0972,2293.7178,3244.9131,0.1165,0.5719,0.2869,12773644.0,23359182.0,10241.601188920002,5587.7259325800005,1.832874645695299,2,Wet Sand,2
4872.5,96.2078,0.2417,2.4799,12.4001,10.8106,4429.9556,2351.5161,3245.1606,0.057,0.4086,0.6766,47834528.0,36425424.0,10985.846892440002,5831.52477639,1.8838721112732335,1,Shale,1
4873.0,96.2078,0.2417,2.5004,12.4001,10.8106,4341.3545,2420.3501,3245.395,0.057,0.4086,0.6766,44584384.0,36625068.0,10855.1227918,6051.8433900400005,1.7936886485967465,1,Shale,1
4873.5,96.2078,0.2268,2.5404,10.4391,10.8106,4341.3545,2351.5161,3245.6243,0.0284,0.558,0.8262,50260324.0,35685316.0,11028.776971800002,5973.791500439999,1.846193823635739,1,Shale,1
4874.0,96.2078,0.2268,2.521,10.4391,10.8106,4429.9556,2420.3501,3245.8628,0.0284,0.558,0.8262,58213392.0,34769452.0,11167.9180676,6101.7026021,1.8302953775158397,1,Shale,1
4874.5,69.8276,0.1474,2.5192,10.4391,10.8106,4341.3545,2351.5161,3246.1072,0.0685,0.9071,0.363,25231592.0,40657992.0,10936.740256400002,5923.93935912,1.846193823635739,2,Wet Sand,2
4875.0,69.8276,0.1474,2.521,10.4391,10.8106,4097.458,2340.1499,3246.3574,0.0685,0.9071,0.363,25713136.0,48689144.0,10329.691618,5899.517897899999,1.7509382625446344,2,Wet Sand,2
4875.5,69.8276,0.2207,2.4626,14.8967,15.9515,4097.458,2531.1372,3246.6069,0.0985,0.5352,0.3182,10956000.0,31305488.0,10090.4000708,6233.178468720001,1.618820978965502,2,Wet Sand,2
4876.0,69.8276,0.2207,2.4394,14.8967,15.9515,4400.9731,2767.9031,3246.8337,0.0985,0.5352,0.3182,13014043.0,32587318.0,10735.73378014,6752.02282214,1.5900025907698865,2,Wet Sand,2
4876.5,71.7023,0.3162,2.3598,15.6825,15.8467,4401.7803,2436.4607,3247.0635,0.1495,0.3227,0.3396,12365128.0,45791024.0,10387.32115194,5749.55995986,1.8066288941167816,2,Wet Sand,2
4877.0,71.7023,0.3162,2.3566,15.6825,15.8467,4501.0142,2436.4607,3247.293,0.1495,0.3227,0.3396,7900199.5,49580504.0,10607.090063719996,5741.76328562,1.847357603592785,2,Wet Sand,2
4877.5,81.5571,0.3205,2.3598,15.6825,15.8467,4575.7451,2436.4607,3247.5244,0.1146,0.2987,0.5012,50478460.0,33057382.0,10797.84328698,5749.55995986,1.8780295122346933,1,Shale,1
4878.0,81.5571,0.3205,2.3566,15.6825,15.8467,4575.7451,2436.4607,3247.7583,0.1146,0.2987,0.5012,50341992.0,32968012.0,10783.20090266,5741.76328562,1.8780295122346933,1,Shale,1
4878.5,89.3442,0.3153,2.3894,10.9386,11.2227,4428.7261,2356.7253,3247.9858,0.1016,0.4043,0.5455,48559212.0,31710250.0,10581.99814334,5631.1594318200005,1.879186386296273,1,Shale,1
4879.0,89.3442,0.3153,2.4024,10.9386,11.2227,4428.7261,2356.7253,3248.2148,0.1016,0.4043,0.5455,49086592.0,32054640.0,10639.57158264,5661.79686072,1.879186386296273,1,Shale,1
4879.5,89.3442,0.2545,2.4053,10.9386,10.6352,4358.1211,2356.7253,3248.4409,0.0637,0.5058,0.6654,49015812.0,34526884.0,10482.58868183,5668.63136409,1.8492274428419808,1,Shale,1
4880.0,89.3442,0.2545,2.4053,10.9386,10.6352,4358.1211,2356.7253,3248.6685,0.0637,0.5058,0.6654,48004864.0,33814768.0,10482.58868183,5668.63136409,1.8492274428419808,1,Shale,1
4880.5,95.9666,0.2907,2.4674,11.108,11.2227,4428.7261,2380.7813,3248.9065,0.0941,0.4598,0.5843,47887536.0,32792070.0,10927.43877914,5874.339779620001,1.86019862471198,1,Shale,1
4881.0,95.9666,0.2907,2.4663,11.108,11.2227,4460.2876,2380.7813,3249.1421,0.0941,0.4598,0.5843,44522004.0,34668636.0,11000.40730788,5871.7209201900005,1.8734554072648333,1,Shale,1
4881.5,99.0001,0.3209,2.4792,11.108,10.0207,4319.7217,2380.7813,3249.3755,0.063,0.2936,0.7225,45013172.0,34837320.0,10709.45403864,5902.43299896,1.8144134868666848,1,Shale,1
4882.0,99.0001,0.3209,2.4663,11.108,10.0207,4292.2383,2283.9382,3249.6152,0.063,0.2936,0.7225,48603780.0,31729370.0,10585.94731929,5632.87678266,1.8793145541328569,1,Shale,1
4882.5,104.876,0.3172,2.5112,9.5278,9.6501,4292.2383,2254.9365,3249.8618,0.0329,0.4261,0.8541,52049488.0,32064864.0,10778.66881896,5662.5965388,1.903485220093781,1,Shale,1
4883.0,104.876,0.3172,2.5536,9.5278,9.6501,4214.771,2183.2185,3250.1047,0.0329,0.4261,0.8541,53674456.0,31080494.0,10762.8392256,5575.066761599999,1.930531002737472,1,Shale,1
4883.5,104.876,0.1724,2.5536,9.3727,9.2783,4227.3799,2180.9438,3250.3394,0.0,0.844,1.0,56373808.0,32083308.0,10795.03731264,5569.258087679999,1.9383259210989296,1,Shale,1
4884.0,104.876,0.1724,2.5521,9.3727,9.2783,4214.771,2180.9438,3250.5645,0.0,0.844,1.0,53741984.0,30980062.0,10756.517069099998,5565.986671979999,1.9325445249895936,1,Shale,1
4884.5,104.0977,0.1384,2.5614,9.3727,9.2783,4227.3799,2180.9438,3250.792,0.0237,0.8801,0.8032,54832324.0,31206022.0,10828.01087586,5586.26944932,1.9383259210989296,1,Shale,1
4885.0,104.0977,0.1384,2.5559,9.3727,9.2783,4214.771,2348.2678,3251.0195,0.0237,0.8801,0.8032,51044336.0,36023536.0,10772.5331989,6001.93767002,1.7948425643787305,1,Shale,1
4885.5,94.426,0.2082,2.5022,28.3225,32.5734,4227.3799,2652.6721,3251.2471,0.085,0.3332,0.4113,15164724.0,42199732.0,10577.74998578,6637.51612862,1.5936307770568403,2,Wet Sand,2
4886.0,94.426,0.2082,2.4725,28.3225,32.5734,4340.7856,2710.6289,3251.4937,0.085,0.3332,0.4113,13565134.0,44142216.0,10732.592396000002,6702.029955250001,1.6013942742217495,2,Wet Sand,2
