DEPTH,GR,NPHI,RHOB,RS,RD,VP,VS,TIME,PHIE,SW,VSH,LR,MR,PI,SI,VPVS
4864.0,116.4743,0.1986,2.5339,8.896,8.9625,4556.5508,2480.9109,3179.5376,0.0376,1.0,0.7326,54265872.0,39517768.0,11545.84407212,6286.38012951,1.836644274488052
4864.5,116.4743,0.1759,2.5442,8.3408,8.9625,4517.8647,2500.6563,3179.6541,0.0413,1.0,0.6671,51164564.0,40476288.0,11494.35136974,6362.169758460001,1.8066715925735175
4865.0,116.4743,0.1759,2.5219,8.3408,10.7165,4556.5508,2594.312,3179.769,0.0413,1.0,0.6671,46435096.0,42804932.0,11491.16546252,6542.5954328,1.7563619179188934
4865.5,117.1781,0.1694,2.5378,12.6629,11.8982,4568.4067,2596.3738,3179.8879,0.0533,1.0,0.5546,47582124.0,43416004.0,11593.702523259999,6589.0774296399995,1.759533507848523
4866.0,117.1781,0.1694,2.5259,12.6629,12.4779,4568.4067,2663.7537,3179.9993,0.0533,1.0,0.5546,48779560.0,45271552.0,11539.338483529998,6728.37547083,1.7150259425261425
4866.5,102.9248,0.1456,2.5478,12.8058,12.6917,4672.9619,2709.5645,3180.1104,0.0423,1.0,0.5908,40159272.0,47655656.0,11905.772328820001,6903.4284331,1.724617332416335
4867.0,102.9248,0.1456,2.5346,12.8058,12.4779,4672.9619,2724.2014,3180.2195,0.0423,1.0,0.5908,44929968.0,47674620.0,11844.089231740001,6904.76086844,1.7153511117056177
4867.5,80.2187,0.0606,2.5772,18.1016,12.5708,5224.7163,3350.9299,3180.3213,0.0241,1.0,0.3964,25857754.0,77729440.0,13465.13884836,8636.01653828,1.5591840044162069
4868.0,80.2187,0.0606,2.5553,18.1016,20.3334,5191.7031,3420.8706,3180.4307,0.0241,1.0,0.3964,29358310.0,73316968.0,13266.358931429999,8741.35064418,1.5176555055897172
4868.5,80.2187,0.0606,2.6037,76.5877,36.9679,5224.7163,3420.8706,3180.5486,0.024,1.0,0.2187,23612312.0,83864664.0,13603.59383031,8906.92078122,1.5273060313944642
4869.0,80.2187,0.0606,2.5553,76.5877,36.9679,5191.7031,3350.9299,3180.6729,0.024,1.0,0.2187,22707928.0,81879896.0,13266.358931429999,8562.63117347,1.5493320525744212
4869.5,70.0267,0.0562,2.5412,36.1042,37.5002,4808.3838,3112.4651,3180.7974,0.0457,1.0,0.2638,24187808.0,62556916.0,12219.06491256,7909.3963121199995,1.544879587565496
4870.0,70.0267,0.0562,2.55,36.1042,37.5002,4647.0918,3112.4651,3180.9004,0.0457,1.0,0.2638,39913048.0,43721716.0,11850.08409,7936.786004999999,1.493058283609349
4870.5,54.5261,0.0708,2.5505,76.5919,37.5002,4425.6621,2768.5649,3181.0015,0.0496,0.7829,0.2047,15939297.0,49860688.0,11287.65118605,7061.224777449999,1.5985401317484014
4871.0,54.5261,0.0708,2.5466,76.5919,75.4133,4422.8989,2768.5649,3181.1118,0.0496,0.7829,0.2047,12707848.0,63670708.0,11263.35433874,7050.42737434,1.5975420695393487
4871.5,54.1052,0.0565,2.5466,179.5769,78.4715,4422.8989,2794.3826,3181.2188,0.0636,0.5137,0.2211,17282134.0,38661196.0,11263.35433874,7116.17472916,1.5827821501608264
4872.0,54.1052,0.0565,2.5466,179.5769,79.2331,4550.0435,2952.446,3181.3252,0.0636,0.5137,0.2211,13383254.0,54817824.0,11587.1407771,7518.6989836,1.5411098119999485
4872.5,53.257,0.0565,2.5743,242.1881,96.6551,4550.0435,2952.446,3181.4343,0.0345,1.0,0.2647,33702404.0,51746116.0,11713.17698205,7600.4817378,1.5411098119999485
4873.0,53.257,0.0565,2.5727,242.1881,98.52,4905.3301,3194.2454,3181.5479,0.0345,1.0,0.2647,29997088.0,67547640.0,12619.942748270001,8217.83514058,1.5356772839056136
4873.5,47.5288,0.0565,2.5691,973.8389,258.7505,4969.3989,3219.6814,3181.6545,0.0306,0.8555,0.2602,21973648.0,68420768.0,12766.88271399,8271.68348474,1.5434442985569938
4874.0,47.5288,0.0565,2.561,973.8389,265.6631,4982.7466,3370.4751,3181.7563,0.0306,0.8555,0.2602,21082506.0,76297704.0,12760.8140426,8631.7867311,1.4783514051179314
4874.5,47.5288,0.0714,2.5397,1472.9225,265.6631,4969.3989,3370.4751,3181.8801,0.1063,0.1516,0.0914,9808275.0,65867040.0,12620.78238633,8559.99561147,1.4743912215817883
4875.0,47.5288,0.0714,2.534,1472.9225,265.6631,4982.7466,3370.4751,3181.9956,0.1063,0.1516,0.0914,12121761.0,65338320.0,12626.2798844,8540.783903399999,1.4783514051179314
4875.5,46.0868,0.0705,2.5397,364.0784,180.4752,4969.3989,3370.4751,3182.1089,0.0506,0.5388,0.2456,16818764.0,51427140.0,12620.78238633,8559.99561147,1.4743912215817883
4876.0,46.0868,0.0705,2.534,364.0784,179.9609,4982.7466,3370.4751,3182.2288,0.0506,0.5388,0.2456,16216483.0,61892608.0,12626.2798844,8540.783903399999,1.4783514051179314
4876.5,53.592,0.0705,2.5397,295.7706,171.5057,4669.4321,3104.6797,3182.3496,0.0231,1.0,0.2139,23936470.0,84219016.0,11858.956704369999,7884.95503409,1.5039980130639563
4877.0,53.592,0.0705,2.534,295.7706,111.1065,4669.4321,3104.6797,3182.4729,0.0231,1.0,0.2139,19010184.0,91357184.0,11832.3409414,7867.2583598,1.5039980130639563
4877.5,53.592,0.0728,2.5039,179.0148,107.8632,4275.7495,2859.3169,3182.5942,0.0843,0.304,0.1535,8660050.0,41970332.0,10706.049173049998,7159.443585909999,1.4953744721335365
4878.0,53.592,0.0728,2.5039,179.0148,73.9427,3957.7307,2664.4666,3182.72,0.0843,0.304,0.1535,11444087.0,48462148.0,9909.76189973,6671.55791974,1.4853744835833183
4878.5,54.8743,0.0728,2.5039,149.7397,64.408,3957.7307,2664.4666,3182.8496,0.0685,0.5285,0.1912,12721510.0,40853676.0,9909.76189973,6671.55791974,1.4853744835833183
4879.0,54.8743,0.0728,2.5294,149.7397,58.7237,4275.7495,2859.3169,3182.9709,0.0685,0.5285,0.1912,13526919.0,41997560.0,10815.080785299999,7232.35616686,1.4953744721335365
4879.5,63.4591,0.0727,2.5448,48.4955,49.5082,4162.8389,2683.6606,3183.0952,0.0422,1.0,0.29,22034792.0,68638440.0,10593.59243272,6829.3794948800005,1.5511793480889497
4880.0,63.4591,0.0727,2.5294,48.4955,42.8345,4162.8389,2683.6606,3183.2322,0.0422,1.0,0.29,33026626.0,54662972.0,10529.484713659998,6788.05112164,1.5511793480889497
4880.5,75.9915,0.0767,2.5448,47.7075,42.8345,4377.1401,2683.6606,3183.3691,0.0644,0.6985,0.2266,18310614.0,45082568.0,11138.94612648,6829.3794948800005,1.6310334101115467
4881.0,75.9915,0.0767,2.5619,47.7075,42.8345,4377.1401,2683.6606,3183.5073,0.0644,0.6985,0.2266,17299760.0,42987320.0,11213.79522219,6875.270091140001,1.6310334101115467
4881.5,63.4591,0.0767,2.5034,57.0759,42.8345,4288.6563,2636.4797,3183.645,0.0466,1.0,0.3003,34530048.0,45654428.0,10736.22218142,6600.163280979999,1.6266600876919326
4882.0,63.4591,0.0767,2.5619,57.0759,44.2749,4377.1401,2636.4797,3183.7795,0.0466,1.0,0.3003,24562578.0,63081704.0,11213.79522219,6754.39734343,1.6602214308723864
4882.5,64.5399,0.0703,2.5395,68.5665,55.1004,4377.1401,2689.3892,3183.916,0.0695,1.0,0.2042,28507594.0,43102396.0,11115.747283949999,6829.7038734,1.6275591870451476
4883.0,64.5399,0.0703,2.5395,68.5665,60.0054,4288.6563,2725.3613,3184.0552,0.0695,1.0,0.2042,24636472.0,58337996.0,10891.04267385,6921.05502135,1.573610185189024
4883.5,48.654,0.0581,2.5385,128.4709,64.4053,4288.6563,2725.3613,3184.1843,0.0583,0.6868,0.1957,11566001.0,46606436.0,10886.75401755,6918.32966005,1.573610185189024
4884.0,48.654,0.0581,2.5314,128.4709,85.8537,4280.9609,2725.3613,3184.3137,0.0583,0.6868,0.1957,13303363.0,47596124.0,10836.82442226,6898.97959482,1.5707865595655153
4884.5,64.5399,0.0581,2.5515,130.8694,85.8537,4280.9609,2725.3613,3184.4412,0.0426,1.0,0.2883,32216132.0,53695224.0,10922.87173635,6953.7593569499995,1.5707865595655153
4885.0,64.5399,0.0581,2.5472,130.8694,64.4053,4460.7852,2871.9065,3184.5701,0.0426,1.0,0.2883,42504256.0,40365452.0,11362.512061440002,7315.3202368,1.5532487565315933
4885.5,72.0275,0.0713,2.5472,182.3783,74.1037,4460.7852,2871.9065,3184.6968,0.0576,0.4759,0.2198,20697562.0,58834028.0,11362.512061440002,7315.3202368,1.5532487565315933
4886.0,72.0275,0.0713,2.5345,182.3783,74.1037,4369.9741,2843.2563,3184.8232,0.0576,0.4759,0.2198,6110232.0,60858592.0,11075.69935645,7206.23309235,1.536961018955625
4886.5,78.8145,0.0799,2.5257,136.1105,71.868,4369.9741,2843.2563,3184.9548,0.082,0.387,0.1764,17169152.0,47395972.0,11037.24358437,7181.21243691,1.536961018955625
4887.0,78.8145,0.0799,2.5057,136.1105,67.5965,4387.2754,2845.4465,3185.0869,0.082,0.387,0.1764,16109313.0,44676612.0,10993.195969780001,7129.83529505,1.5418583340083887
4887.5,76.5058,0.0799,2.5257,97.2934,67.5965,4387.2754,2845.4465,3185.22,0.0538,0.7344,0.2598,19488126.0,51647828.0,11080.941477780001,7186.74422505,1.5418583340083887
4888.0,76.5058,0.0799,2.5057,97.2934,62.7008,4424.5005,2857.26,3185.3582,0.0538,0.7344,0.2598,15409918.0,53751212.0,11086.47090285,7159.436382000001,1.548511686020873
4888.5,76.5058,0.0711,2.5481,63.5716,62.7008,4516.2886,2925.9077,3185.4961,0.05,0.8515,0.2491,25154570.0,56367524.0,11507.95498166,7455.50541037,1.5435512883745444
4889.0,76.5058,0.0711,2.5641,63.5716,60.8498,4608.3628,2946.4248,3185.6353,0.05,0.8515,0.2491,26751280.0,53673172.0,11816.303055479999,7554.9278296799985,1.5640524068355657
4889.5,69.8879,0.0711,2.5532,66.3954,60.3838,4608.3628,2946.4248,3185.7722,0.0429,1.0,0.2895,29532146.0,60270764.0,11766.07190096,7522.811799359999,1.5640524068355657
4890.0,69.8879,0.0711,2.5532,66.3954,60.3838,4516.2886,2857.26,3185.9058,0.0429,1.0,0.2895,27783954.0,64234164.0,11530.988053519999,7295.156232,1.5806362039156392
4890.5,69.8879,0.0711,2.5532,62.08,60.3838,4724.9629,2989.6248,3186.0388,0.06,0.659,0.2284,16504806.0,48247880.0,12063.775276280001,7633.11003936,1.5804534736265234
4891.0,69.8879,0.0711,2.5532,62.08,55.0965,4769.2158,2989.6248,3186.1733,0.06,0.659,0.2284,16789702.0,47846460.0,12176.76178056,7633.11003936,1.5952556320779785
4891.5,78.8984,0.0683,2.5828,50.1017,45.4692,4769.2158,2989.6248,3186.3066,0.0355,1.0,0.3818,32484232.0,59621512.0,12317.93056824,7721.602933440001,1.5952556320779785
4892.0,78.8984,0.0683,2.5569,50.1017,44.0054,5002.4028,3230.8743,3186.439,0.0355,1.0,0.3818,27110856.0,68242672.0,12790.64371932,8261.022497670001,1.54831241809686
4892.5,79.684,0.0606,2.5904,42.9415,44.0054,5028.4424,3219.6785,3186.5686,0.0266,1.0,0.2475,30550090.0,69560736.0,13025.677192959998,8340.2551864,1.5617840104221585
4893.0,79.684,0.0606,2.5877,42.9415,42.9395,5142.439,3314.9451,3186.7021,0.0266,1.0,0.2475,29911446.0,73583152.0,13307.0894003,8578.083435269999,1.5512893411115618
4893.5,79.684,0.0606,2.5601,43.2166,37.6342,5142.439,3314.9451,3186.8271,0.0262,1.0,0.3977,25344740.0,80577432.0,13165.1580839,8486.590950509999,1.5512893411115618
4894.0,79.684,0.0606,2.6002,43.2166,39.9463,5210.8843,3406.8853,3186.9351,0.0262,1.0,0.3977,26635564.0,78474216.0,13549.341356859999,8858.58315706,1.5295156253132443
4894.5,77.1177,0.0595,2.5863,40.6406,39.9463,5210.8843,3406.8853,3187.0435,0.039,1.0,0.2571,29493814.0,57246072.0,13476.91006509,8811.22745139,1.5295156253132443
4895.0,77.1177,0.0595,2.5667,40.6406,39.7289,5022.1963,3204.5186,3187.1494,0.039,1.0,0.2571,19400494.0,84355648.0,12890.471243209999,8225.03789062,1.5672233264615782
4895.5,77.1177,0.0619,2.5862,35.8897,39.7289,4883.0737,3061.6177,3187.261,0.0309,1.0,0.3148,30135084.0,62695668.0,12628.60520294,7917.955695739999,1.5949325417082612
4896.0,77.1177,0.0619,2.5667,35.8897,39.9463,5022.1963,3061.6177,3187.3906,0.0309,1.0,0.3148,31959340.0,70090112.0,12890.471243209999,7858.254150589999,1.6403734208879182
4896.5,91.0896,0.0639,2.565,23.8365,39.7289,4883.0737,2987.9834,3187.5374,0.0218,0.7051,0.5177,44094740.0,56392408.0,12525.0840405,7664.177421,1.6342372250126957
4897.0,91.0896,0.0639,2.5653,23.8365,38.664,4988.772,2987.9834,3187.6897,0.0218,0.7051,0.5177,46274884.0,58754068.0,12797.6968116,7665.073816020001,1.669611685259028
4897.5,91.0896,0.0621,2.5815,37.6143,38.664,4988.772,2987.9834,3187.8325,0.0336,1.0,0.3036,33306350.0,56965236.0,12878.514918,7713.479147100001,1.669611685259028
4898.0,91.0896,0.0621,2.5955,37.6143,44.9615,5024.2744,3284.0208,3188.0017,0.0336,1.0,0.3036,24748518.0,72652632.0,13040.5042052,8523.6759864,1.5299155230685508
4898.5,79.792,0.0605,2.5974,41.5921,45.2052,5024.2744,3284.0208,3188.1475,0.0302,1.0,0.3148,14605380.0,96111448.0,13050.05032656,8529.915625919999,1.5299155230685508
4899.0,79.792,0.0605,2.5804,41.5921,58.2395,5024.2744,3284.0208,3188.2849,0.0302,1.0,0.3148,22787836.0,83923712.0,12964.63766176,8474.08727232,1.5299155230685508
4899.5,61.7957,0.0552,2.5502,65.5102,58.2395,4971.6255,3231.7388,3188.408,0.0377,1.0,0.2673,24901334.0,67925608.0,12678.639350099998,8241.58028776,1.5383747906854353
4900.0,61.7957,0.0552,2.577,65.5102,58.3536,4873.9692,3128.0017,3188.5325,0.0377,1.0,0.2673,27803754.0,64976556.0,12560.218628399998,8060.8603809,1.5581734498417952
4900.5,53.0347,0.0552,2.5713,38.1333,44.4552,4873.9692,3128.0017,3188.6514,0.0469,1.0,0.2269,31198532.0,61220996.0,12532.437003959998,8043.030771209999,1.5581734498417952
4901.0,53.0347,0.0552,2.582,38.1333,44.4552,4820.6577,3043.0115,3188.7769,0.0469,1.0,0.2269,34637712.0,49504156.0,12446.938181399999,7857.055692999999,1.5841733427560165
4901.5,53.0347,0.1054,2.5491,82.1577,44.4552,4643.7744,2914.6277,3188.908,0.0496,1.0,0.3668,22227752.0,71160368.0,11837.445323040001,7429.677470070001,1.5932650334723713
4902.0,53.0347,0.1054,2.5679,82.1577,59.3046,4592.9414,2890.4053,3189.062,0.0496,1.0,0.3668,30165364.0,56018088.0,11794.214221059998,7422.271769869999,1.5890302304662947
4902.5,54.6684,0.1105,2.5185,95.4972,59.3046,4592.9414,2890.4053,3189.1965,0.0533,1.0,0.5382,27823874.0,52991952.0,11567.322915899998,7279.4857480499995,1.5890302304662947
4903.0,54.6684,0.1105,2.5344,95.4972,59.3046,4430.0649,2724.5107,3189.3105,0.0533,1.0,0.5382,30700480.0,47679808.0,11227.556482560001,6904.9999180800005,1.626003854563684
4903.5,77.9576,0.1338,2.5177,18.5448,61.6312,4305.6362,2651.4946,3189.4353,0.0751,1.0,0.2718,29374832.0,44069832.0,10840.30026074,6675.66795442,1.623852524534653
4904.0,77.9576,0.1338,2.4871,18.5448,61.6312,4287.875,2636.7097,3189.6123,0.0751,1.0,0.2718,29007900.0,42362572.0,10664.3739125,6557.7606948699995,1.626221877971625
4904.5,124.8027,0.1338,2.4944,95.6694,25.617,4242.1074,2616.917,3189.7793,0.0751,0.9185,0.3499,24481506.0,43743744.0,10581.51269856,6527.637764800001,1.6210324591876624
4905.0,124.8027,0.1338,2.4933,95.6694,30.8539,4054.5723,2603.3423,3189.9661,0.0751,0.9185,0.3499,24075300.0,39059676.0,10109.26511559,6490.913356589999,1.5574487842032914
4905.5,79.4854,0.1338,2.4638,32.7347,35.3625,4054.5723,2539.8306,3190.1411,0.088,0.7713,0.317,10349331.0,35649692.0,9989.655232739999,6257.634632279999,1.5963947753050933
4906.0,79.4854,0.1338,2.4777,32.7347,30.8539,4030.0903,2539.8306,3190.2759,0.088,0.7713,0.317,16495153.0,41607932.0,9985.354736309999,6292.938277619999,1.5867555497598935
4906.5,104.7561,0.1249,2.4777,63.6101,28.2734,4030.0903,2539.8306,3190.4272,0.0586,1.0,0.3773,31185380.0,41901196.0,9985.354736309999,6292.938277619999,1.5867555497598935
4907.0,104.7561,0.1249,2.4926,63.6101,28.2734,4030.0903,2539.8306,3190.6011,0.0586,1.0,0.3773,32104504.0,45401912.0,10045.40308178,6330.781753559999,1.5867555497598935
4907.5,104.7561,0.0945,2.1699,22.1956,16.0446,3498.9116,2307.123,3190.7764,0.2469,0.5633,0.0,7174034.5,23914886.0,7592.28828084,5006.226197700001,1.5165691642794943
4908.0,104.7561,0.0945,2.1363,22.1956,13.6239,3483.0254,2304.1978,3190.9348,0.2469,0.5633,0.0,7123169.0,24999314.0,7440.787162019999,4922.45776014,1.5116000023956278
4908.5,104.7561,0.087,2.1363,11.4132,10.7203,3498.9116,2307.123,3191.0828,0.2458,0.4129,0.0,7452832.0,21020266.0,7474.724851079999,4928.706864899999,1.5165691642794943
4909.0,104.7561,0.087,2.1699,11.4132,9.5388,3580.4795,2380.6348,3191.2473,0.2458,0.4129,0.0,5361111.5,26572632.0,7769.28246705,5165.73945252,1.5040019998027419
4909.5,90.5482,0.087,2.528,7.715,9.5388,4149.2168,2412.9976,3191.4038,0.0663,1.0,0.2359,29502988.0,44897752.0,10489.2200704,6100.0579328,1.7195279431691104
4910.0,90.5482,0.087,2.529,7.715,9.5388,4320.4819,2650.4951,3191.5879,0.0663,1.0,0.2359,37613592.0,36246632.0,10926.498725099998,6703.1021079,1.6300659827667667
4910.5,90.5482,0.0981,2.5195,75.3564,19.0913,4650.0889,2918.3623,3191.7629,0.0507,1.0,0.4048,23687788.0,66789500.0,11715.898983549998,7352.813814849999,1.5933898611560326
4911.0,90.5482,0.0981,2.5141,75.3564,19.0913,4952.6704,3243.6487,3191.9209,0.0507,1.0,0.4048,29009300.0,53831480.0,12451.50865264,8154.85719667,1.526882488846588
4911.5,127.0906,0.1196,2.5005,40.5315,19.0913,4952.6704,3243.6487,3192.0903,0.0973,0.6796,0.3653,16491814.0,65579204.0,12384.1523352,8110.743574350001,1.526882488846588
4912.0,127.0906,0.1196,2.5005,40.5315,14.5728,4650.0889,2918.3623,3192.2485,0.0973,0.6796,0.3653,10999129.0,70581608.0,11627.54729445,7297.36493115,1.5933898611560326
4912.5,157.147,0.1603,2.5005,12.3507,9.3265,4460.2354,2633.1074,3192.4148,0.0566,1.0,0.6058,45625932.0,39378372.0,11152.818617699999,6584.0850537,1.693905611294093
4913.0,157.147,0.1603,2.5102,12.3507,7.1354,4309.0132,2509.6128,3192.5876,0.0566,1.0,0.6058,39404388.0,33630168.0,10816.484934640002,6299.63005056,1.7170031966684265
4913.5,157.147,0.1599,2.5258,6.8941,6.663,4114.4209,2410.4148,3192.7673,0.0612,1.0,0.4453,29990864.0,44231128.0,10392.20430922,6088.22570184,1.7069347981102672
4914.0,157.147,0.1599,2.5102,6.8941,6.663,4086.3418,2310.2705,3192.9387,0.0612,1.0,0.4453,32798274.0,37526904.0,10257.53518636,5799.241009100001,1.768772011762259
4914.5,136.4545,0.1497,2.0,6.7215,6.7766,2949.7993,1938.7797,3193.1074,0.3,0.1913,0.0,4543660.5,14429925.0,5899.5986,3877.5594,1.5214721404396796
4915.0,136.4545,0.1497,2.0,6.7215,6.7766,2906.8259,1939.6833,3193.271,0.3,0.1913,0.0,3590515.75,14605840.0,5813.6518,3879.3666,1.4986085099562387
4915.5,136.4545,0.1497,2.0,14.7684,11.3865,2894.1577,1950.9305,3193.4365,0.3,0.1829,0.0,2958208.0,14739476.0,5788.3154,3901.861,1.4834755517943874
4916.0,136.4545,0.1497,2.0,14.7684,11.3865,2931.4326,1950.9305,3193.594,0.3,0.1829,0.0,4655141.5,13907959.0,5862.8652,3901.861,1.502581768033254
4916.5,142.8169,0.2164,2.4898,6.3568,11.3865,4104.0889,2157.0962,3193.7527,0.0537,1.0,0.685,46714616.0,28852208.0,10218.360543219998,5370.738118759999,1.9025989197885564
4917.0,142.8169,0.2164,2.5108,6.3568,7.7597,4175.9487,2169.5339,3193.939,0.0537,1.0,0.685,50587692.0,29671800.0,10484.97199596,5447.26571612,1.9248137583837708
4917.5,142.8169,0.2179,2.4774,6.6165,7.5116,4185.3589,2215.2725,3194.1208,0.0863,1.0,0.5417,47271720.0,30118376.0,10368.80813886,5488.1160915,1.8893201175024743
4918.0,142.8169,0.2179,2.4862,6.6165,7.5116,4181.7065,2296.8428,3194.2798,0.0863,1.0,0.5417,42869880.0,32608040.0,10396.558700300002,5710.41056936,1.8206324350974306
4918.5,139.2489,0.2121,2.4957,7.6511,7.4483,4281.2295,2358.9397,3194.4314,0.064,1.0,0.5076,44843864.0,34659340.0,10684.66446315,5887.20580929,1.8148956923316015
4919.0,139.2489,0.2121,2.5006,7.6511,9.5578,4409.5625,2364.7742,3194.5828,0.064,1.0,0.5076,51650644.0,34968648.0,11026.551987499999,5913.35436452,1.8646864888833785
4919.5,126.1362,0.1925,2.5406,10.7153,9.5578,4409.5625,2364.7742,3194.7297,0.0366,1.0,0.7629,59680604.0,36096512.0,11202.9344875,6007.945332519999,1.8646864888833785
4920.0,126.1362,0.1925,2.536,10.7153,11.0863,4409.5625,2484.7722,3194.873,0.0366,1.0,0.7629,45627640.0,39709680.0,11182.6505,6301.3822992,1.7746345117673161
4920.5,126.1362,0.1925,2.5541,11.7836,11.3196,4429.0352,2489.4839,3195.0259,0.0361,1.0,0.8185,47106168.0,40428320.0,11312.198804320002,6358.390828990001,1.779097747930806
4921.0,126.1362,0.1925,2.513,11.7836,13.0865,4429.0352,2668.4946,3195.1929,0.0361,1.0,0.8185,33942512.0,44970576.0,11130.1654576,6705.9269298,1.6597504825379823
4921.5,120.5151,0.1925,2.4312,26.3119,13.0865,4429.0352,2668.4946,3195.3418,0.1374,1.0,0.0303,22589604.0,56254748.0,10767.87037824,6487.64407152,1.6597504825379823
4922.0,120.5151,0.1925,2.4103,26.3119,13.0865,4429.0352,2668.4946,3195.5068,0.1374,1.0,0.0303,20293540.0,50744216.0,10675.303542560001,6431.87253438,1.6597504825379823
4922.5,120.5151,0.2009,2.4411,11.5885,12.8539,4564.2749,2540.832,3195.6675,0.1159,1.0,0.4335,25127198.0,33373702.0,11141.851458390001,6202.4249952,1.7963702047203438
4923.0,120.5151,0.2009,2.4278,11.5885,12.4204,4564.2749,2513.9346,3195.8328,0.1159,1.0,0.4335,22208096.0,38052968.0,11081.14660222,6103.33042188,1.8155901509927905
4923.5,138.0546,0.2233,2.462,13.005,12.4204,4334.2432,2366.5205,3195.998,0.0858,1.0,0.5138,49661912.0,38308504.0,10670.9067584,5826.373471000001,1.8314834796487078
4924.0,138.0546,0.2233,2.4814,13.005,10.9569,4334.2432,2336.2087,3196.1716,0.0858,1.0,0.5138,61062568.0,33606560.0,10754.991076479999,5797.06826818,1.8552465796399096
4924.5,157.7194,0.2535,2.5482,9.0852,9.8654,4334.2432,2163.1182,3196.3315,0.0248,1.0,0.8616,61215324.0,30382528.0,11044.51852224,5512.05779724,2.003701508313323
4925.0,157.7194,0.2535,2.5473,9.0852,8.8535,4173.8101,2163.1182,3196.479,0.0248,1.0,0.8616,53221392.0,29910066.0,10631.946467729998,5510.110990859999,1.9295339940276957
4925.5,166.6653,0.2598,2.5615,7.1095,7.4335,4156.5298,2146.9521,3196.636,0.0306,1.0,0.8336,51955432.0,30700408.0,10646.951082700001,5499.41780415,1.9360142222083112
4926.0,166.6653,0.2598,2.5531,7.1095,7.1588,4136.0386,2146.9521,3196.8059,0.0306,1.0,0.8336,51417872.0,30046330.0,10559.720149660001,5481.38340651,1.9264699012148432
4926.5,166.6653,0.2653,2.5574,6.5988,6.7966,4089.1948,2064.5161,3196.9805,0.0218,1.0,0.8824,53612688.0,27877000.0,10457.70678152,5279.7934741399995,1.980703759103647
4927.0,166.6653,0.2653,2.53,6.5988,6.5946,4089.1948,2064.5161,3197.1616,0.0218,1.0,0.8824,57490236.0,27282720.0,10345.662844,5223.225732999999,1.980703759103647
4927.5,159.5191,0.2737,2.5164,6.1997,6.5946,4056.7844,2051.1013,3197.3513,0.0261,1.0,0.8653,51676140.0,26267064.0,10208.49226416,5161.39131132,1.9778566763133545
4928.0,159.5191,0.2737,2.5358,6.1997,6.5946,4078.8525,2051.1013,3197.5261,0.0261,1.0,0.8653,52877192.0,27052788.0,10343.1541695,5201.182676539999,1.988615823119024
4928.5,159.5191,0.2737,2.5398,5.8119,6.453,4073.739,2042.0947,3197.7158,0.0299,1.0,0.8535,48582316.0,26899442.0,10346.4823122,5186.51211906,1.9948825096113318
4929.0,159.5191,0.2737,2.5349,5.8119,6.453,4084.9421,2058.5261,3197.9099,0.0299,1.0,0.8535,52764428.0,27228352.0,10354.91972929,5218.15781089,1.984401412253165
4929.5,161.9504,0.2711,2.5595,6.6991,6.6624,4073.739,2058.333,3198.1133,0.0295,1.0,0.8445,53206056.0,27754654.0,10426.7349705,5268.3033135,1.9791447739505705
4930.0,161.9504,0.2711,2.5265,6.6991,7.4508,4166.5757,2153.3315,3198.3232,0.0295,1.0,0.8445,51620796.0,29598948.0,10526.85350605,5440.39203475,1.9349439229398728
4930.5,166.9563,0.2711,2.5509,7.797,7.4376,4193.8296,2176.4854,3198.5354,0.0214,1.0,0.8874,52797996.0,30824240.0,10698.03992664,5551.99660686,1.9268815678708435
4931.0,166.9563,0.2711,2.5538,7.797,7.4508,4211.4688,2164.5251,3198.7534,0.0214,1.0,0.8874,54563704.0,30556558.0,10755.249021439999,5527.764200379999,1.9456779688071069
4931.5,167.7706,0.2854,2.5316,7.4071,7.4376,4216.6191,2164.5251,3198.9863,0.0269,1.0,0.8635,51933544.0,31009826.0,10674.79291356,5479.71174316,1.948057382194367
4932.0,167.7706,0.2854,2.5078,7.4071,7.2012,4097.3306,2086.5222,3199.2366,0.0269,1.0,0.8635,50823716.0,27380982.0,10275.28567868,5232.58037316,1.9637129190381968
4932.5,182.2645,0.2854,2.5527,5.6431,6.8272,4143.8325,2059.092,3199.4663,0.0255,1.0,0.8804,56638432.0,27628774.0,10577.961222750002,5256.244148400001,2.012456218566242
4933.0,182.2645,0.2854,2.5209,5.6431,6.8272,4131.7666,2059.092,3199.6865,0.0255,1.0,0.8804,50339548.0,26207702.0,10415.77042194,5190.7650228,2.0065964026862324
4933.5,185.0598,0.282,2.5365,6.4168,6.8272,4131.7666,2047.3373,3199.9097,0.0113,1.0,0.9431,55899136.0,26967970.0,10480.2259809,5193.07106145,2.018117190557706
4934.0,185.0598,0.282,2.5567,6.4168,7.4299,4160.064,2135.1626,3200.1831,0.0113,1.0,0.9431,53477052.0,31345430.0,10636.035628800002,5458.970219420001,1.9483593427498216
4934.5,185.0598,0.2764,2.5567,7.4264,7.4299,4131.7666,2135.1626,3200.4614,0.0218,1.0,0.8884,50422484.0,30585756.0,10563.687666220001,5458.970219420001,1.9351063005693336
4935.0,185.0598,0.2764,2.607,7.4264,7.6715,4131.7666,2160.9465,3200.7471,0.0218,1.0,0.8884,51346408.0,30983406.0,10771.5155262,5633.5875255,1.9120170721487089
