DEPTH,GR,NPHI,RHOB,RS,RD,VP,VS,TIME,PHIE,SW,VSH,LR,MR,PI,SI,VPVS
4792.5,35.6683,0.2491,2.5596,89.6701,55.4284,4168.644,2320.3235,3154.2732,0.0361,1.0,0.7316,43304828.0,35273260.0,10670.0611824,5939.1000306000005,1.796578796017021
4793.0,35.6683,0.2491,2.5426,89.6701,33.1496,4210.9219,2327.9561,3154.6174,0.0361,1.0,0.7316,44561024.0,35034008.0,10706.690022940002,5919.06117986,1.8088493593156678
4793.5,87.4724,0.2585,2.5363,10.5107,23.0664,4310.5156,2430.2595,3154.9668,0.0355,1.0,0.7979,43537968.0,37992596.0,10932.76071628,6163.867169850001,1.773685320435945
4794.0,87.4724,0.2585,2.5413,10.5107,12.924,4310.5156,2483.1179,3155.3125,0.0355,1.0,0.7979,40356156.0,39820636.0,10954.31329428,6310.347519270001,1.735928688686107
4794.5,87.4724,0.2603,2.5148,8.5901,8.8633,4694.5464,2583.3333,3155.6509,0.0475,1.0,0.7445,54966944.0,42205152.0,11805.845286720001,6496.56658284,1.8172437911902426
4795.0,87.4724,0.2603,2.5386,8.5901,8.8633,4694.5464,2677.8513,3155.9856,0.0475,1.0,0.7445,49602360.0,46211948.0,11917.575491040001,6797.99331018,1.7531019739594953
4795.5,66.8478,0.2253,2.5467,21.4098,12.924,4723.0991,2773.5566,3156.3169,0.0343,1.0,0.7874,44897340.0,49892576.0,12028.31647797,7063.416593219999,1.7029034489507084
4796.0,66.8478,0.2253,2.5483,21.4098,11.886,4881.0015,2864.4758,3156.6438,0.0343,1.0,0.7874,48144088.0,53283948.0,12438.25612245,7299.5436811399995,1.7039772163549087
4796.5,66.8478,0.224,2.5479,15.1949,13.365,4881.0015,2877.3311,3156.9602,0.0409,1.0,0.7445,47171392.0,53747284.0,12436.30372185,7331.151909689999,1.6963642105699968
4797.0,66.8478,0.224,2.5631,15.1949,14.1323,4883.6606,2879.9656,3157.2778,0.0409,1.0,0.7445,47705896.0,54488648.0,12517.31048386,7381.63982936,1.6957357407324587
4797.5,59.6628,0.224,2.5213,15.8869,14.1323,4860.647,2877.3311,3157.6069,0.0399,1.0,0.7587,44931496.0,52631420.0,12255.1492811,7254.61490243,1.6892901202784762
4798.0,59.6628,0.224,2.5335,15.8869,16.9064,4883.6606,2922.6702,3157.9438,0.0399,1.0,0.7587,49199736.0,54829328.0,12372.7541301,7404.584951700001,1.670958495419702
4798.5,32.0112,0.0855,2.562,26.5003,21.2667,4860.647,2950.6501,3158.2783,0.04,1.0,0.3689,20367224.0,80604936.0,12452.977614,7559.565556199999,1.6473139258362082
4799.0,32.0112,0.0855,2.5611,26.5003,28.2899,4719.3789,2980.9043,3158.6074,0.04,1.0,0.3689,31876192.0,57105452.0,12086.80130079,7634.3940027300005,1.583203761355237
4799.5,28.967,0.0855,2.5047,352.6783,255.9467,4719.3789,3010.012,3158.9385,0.072,0.2201,0.1729,12520978.0,55300276.0,11820.62833083,7539.177056400001,1.5678937160383413
4800.0,28.967,0.0855,2.4706,352.6783,255.9467,4719.3789,3010.012,3159.2554,0.072,0.2201,0.1729,16504410.0,55744996.0,11659.69751034,7436.535647200001,1.5678937160383413
4800.5,28.967,0.1225,2.424,709.6276,255.9467,4780.7603,3239.7456,3159.5547,0.1009,0.1854,0.2167,10951317.0,61673308.0,11588.5629672,7853.143334400001,1.475659169040927
4801.0,28.967,0.1225,2.3818,709.6276,195.2057,4780.7603,3239.7456,3159.8337,0.1009,0.1854,0.2167,10114106.0,69631664.0,11386.81488254,7716.4260700800005,1.475659169040927
4801.5,28.967,0.1225,2.3774,138.9268,92.2648,4979.3354,3350.0884,3160.0708,0.1178,0.263,0.2174,13268784.0,63433676.0,11837.87197996,7964.50016216,1.4863295547663757
4802.0,28.967,0.1225,2.3718,138.9268,92.2648,4964.3271,3350.0884,3160.3052,0.1178,0.263,0.2174,14871299.0,56538328.0,11774.39101578,7945.7396671199995,1.481849583431888
4802.5,19.0686,0.1104,2.392,131.1027,92.2648,4769.0718,3170.2146,3160.5339,0.1014,0.3052,0.1933,11936842.0,64537560.0,11407.619745599999,7583.153323199999,1.5043372142693432
4803.0,19.0686,0.1104,2.4062,131.1027,106.6762,4769.0718,3170.2146,3160.7563,0.1014,0.3052,0.1933,7033416.5,45561864.0,11475.34056516,7628.17037052,1.5043372142693432
4803.5,19.0733,0.073,2.4642,329.7616,106.6762,4627.0767,3112.6909,3160.9563,0.0818,0.2575,0.1166,16985462.0,43548168.0,11402.042404139998,7670.29291578,1.4865198147365033
4804.0,19.0733,0.073,2.4577,329.7616,106.6762,4347.7461,2850.4365,3161.155,0.0818,0.2575,0.1166,15309025.0,67956848.0,10685.45558997,7005.51778605,1.5252913369583925
4804.5,22.4823,0.073,2.4642,114.5984,93.12,4627.0767,3112.6909,3161.3562,0.0718,0.4148,0.1794,12706628.0,60582476.0,11402.042404139998,7670.29291578,1.4865198147365033
4805.0,22.4823,0.073,2.4764,114.5984,72.1094,4627.0767,3112.6909,3161.572,0.0718,0.4148,0.1794,16912962.0,51798644.0,11458.49273988,7708.26774476,1.4865198147365033
4805.5,33.2361,0.0846,2.4638,46.7414,41.0009,4627.0767,3112.6909,3161.7866,0.0966,0.5053,0.1403,16420881.0,67743256.0,11400.191573459999,7669.04783942,1.4865198147365033
4806.0,33.2361,0.0846,2.4764,46.7414,38.6281,4489.2119,2988.7583,3161.999,0.0966,0.5053,0.1403,14028948.0,54778852.0,11117.08434916,7401.36105412,1.502032432666101
4806.5,30.558,0.0914,2.4484,66.5379,26.4135,4489.2119,2988.7583,3162.2019,0.1021,0.4719,0.1419,18606298.0,62230408.0,10991.38641596,7317.6758217199995,1.502032432666101
4807.0,30.558,0.0914,2.4484,66.5379,26.4135,4114.7822,2687.2004,3162.3887,0.1021,0.4719,0.1419,14922153.0,43285988.0,10074.632738479999,6579.34145936,1.5312524514360744
4807.5,33.2361,0.0936,2.4315,50.6145,22.9107,4114.7822,2687.2004,3162.5757,0.1042,0.5595,0.1421,9911013.0,41494824.0,10005.0929193,6533.927772600001,1.5312524514360744
4808.0,33.2361,0.0936,2.4484,50.6145,22.7944,4114.7822,2649.2781,3162.7559,0.1042,0.5595,0.1421,16202037.0,37446240.0,10074.632738479999,6486.49250004,1.553171107253708
4808.5,114.4801,0.1113,2.5444,35.4521,21.6445,4328.5977,2649.2781,3162.9424,0.0547,1.0,0.3809,29537094.0,49440876.0,11013.68398788,6740.82319764,1.6338781874201882
4809.0,114.4801,0.1113,2.5553,35.4521,14.0535,4453.7456,2676.4758,3163.1399,0.0547,1.0,0.3809,35461980.0,43441620.0,11380.65613168,6839.19861174,1.6640335772884627
4809.5,117.2756,0.179,2.5278,8.3918,8.255,4542.7109,2676.4758,3163.3396,0.0436,1.0,0.7183,40314456.0,45773572.0,11483.06461302,6765.595527240001,1.6972732949799134
4810.0,117.2756,0.179,2.5365,8.3918,8.255,4567.8594,2676.4758,3163.5483,0.0436,1.0,0.7183,45844296.0,46619020.0,11586.375368100002,6788.880866700001,1.706669419540427
4810.5,117.2756,0.179,2.5574,9.88,8.255,4567.8594,2691.8494,3163.7612,0.0365,1.0,0.7178,42761988.0,46851132.0,11681.84362956,6884.13565556,1.696922346398725
4811.0,117.2756,0.179,2.5678,9.88,11.1336,4649.4883,2691.8494,3163.9702,0.0365,1.0,0.7178,46983004.0,47776976.0,11938.95605674,6912.13088932,1.7272468140305324
4811.5,116.0662,0.1424,2.5315,12.4888,13.1783,4649.4883,2715.6724,3164.1729,0.0443,1.0,0.5614,35467524.0,49122644.0,11770.179631449999,6874.724680599999,1.712094691539377
4812.0,116.0662,0.1424,2.5518,12.4888,13.6718,4651.2764,2768.6438,3164.3716,0.0443,1.0,0.5614,44830648.0,48023064.0,11869.12711752,7065.02524884,1.6799836800963706
4812.5,95.8695,0.1151,2.5433,15.8867,14.8599,4687.8447,2911.9258,3164.5508,0.0397,1.0,0.4426,30424868.0,55864004.0,11922.595425509999,7405.900887139999,1.6098777997708595
4813.0,95.8695,0.1151,2.5628,15.8867,16.1112,4757.7607,2911.9258,3164.7183,0.0397,1.0,0.4426,27482414.0,60598240.0,12193.18912196,7462.683440240001,1.6338880269545328
4813.5,91.6584,0.1007,2.5568,18.5884,16.1112,4757.7607,2938.7417,3164.8899,0.0392,1.0,0.5064,45131108.0,55432108.0,12164.642557759998,7513.77477856,1.6189788643214202
4814.0,91.6584,0.1007,2.549,18.5884,19.7541,4757.7607,2911.9258,3165.0571,0.0392,1.0,0.5064,47912184.0,53319224.0,12127.532024299999,7422.4988642,1.6338880269545328
4814.5,95.8695,0.1151,2.5712,18.9047,19.7541,4811.8286,2909.0464,3165.2256,0.0403,1.0,0.434,25288132.0,61901640.0,12372.17369632,7479.740103680001,1.6540913888482491
4815.0,95.8695,0.1151,2.5444,18.9047,19.3605,4811.8286,2884.113,3165.4038,0.0403,1.0,0.434,32690862.0,49371648.0,12243.21668984,7338.3371172,1.6683911483357274
4815.5,96.8956,0.1113,2.5505,18.367,17.7086,4748.939,2884.113,3165.5837,0.0442,1.0,0.5454,40515856.0,55047348.0,12112.1689195,7355.930206499999,1.6465856226853803
4816.0,96.8956,0.1113,2.5509,18.367,17.7086,4594.5264,2809.1587,3165.7646,0.0442,1.0,0.5454,48917784.0,54125552.0,11720.17739376,7165.88292783,1.6355524520561975
4816.5,107.2355,0.1323,2.522,13.3798,15.4296,4594.5264,2852.5037,3165.9583,0.0426,1.0,0.4597,33880832.0,50191464.0,11587.3955808,7194.0143314,1.6106995408980536
4817.0,107.2355,0.1323,2.5709,13.3798,14.2941,4641.2617,2852.5037,3166.1821,0.0426,1.0,0.4597,33286088.0,49807152.0,11932.21970453,7333.50176233,1.6270834986121139
4817.5,105.8537,0.1323,2.533,12.8036,13.5352,4641.2617,2809.1587,3166.4072,0.0465,1.0,0.5034,33798524.0,52206492.0,11756.3158861,7115.598987099999,1.652189212378781
4818.0,105.8537,0.1323,2.5461,12.8036,13.5352,4651.2197,2745.1672,3166.6255,0.0465,1.0,0.5034,39180720.0,52746092.0,11842.470478169998,6989.47020792,1.69433020327505
4818.5,105.8537,0.1323,2.5102,15.0198,13.5352,4729.5264,2852.5037,3166.8274,0.0463,1.0,0.5398,46287016.0,47327340.0,11872.05716928,7160.3547877400015,1.6580263857326458
4819.0,105.8537,0.1323,2.5335,15.0198,13.5154,4729.5264,2852.5037,3167.0276,0.0463,1.0,0.5398,43903472.0,47476584.0,11982.2551344,7226.818123950001,1.6580263857326458
4819.5,105.4743,0.1116,2.5552,15.4654,15.299,4816.3716,3087.7664,3167.2239,0.0427,1.0,0.4517,26957394.0,62250000.0,12306.792712320002,7889.860705280001,1.55982382605109
4820.0,105.4743,0.1116,2.5793,15.4654,15.4012,4965.8447,3172.8574,3167.4143,0.0427,1.0,0.4517,21068688.0,75233128.0,12808.403234709998,8183.75109182,1.5651017596945895
4820.5,97.6232,0.1116,2.58,21.6218,17.5152,4965.8447,3172.8574,3167.6003,0.0297,1.0,0.3949,18969394.0,87906376.0,12811.879326,8185.972092,1.5651017596945895
4821.0,97.6232,0.1116,2.5658,21.6218,18.3117,4965.8447,3205.6462,3167.77,0.0297,1.0,0.3949,29793962.0,66276024.0,12741.364331259998,8225.04701996,1.5490931906334515
4821.5,97.6232,0.1189,2.5529,31.4757,21.5061,4937.082,3172.8574,3167.9382,0.0406,1.0,0.4824,29285122.0,61325936.0,12603.876637800002,8099.98765646,1.5560365240492688
4822.0,97.6232,0.1189,2.5358,31.4757,21.5061,4828.416,3067.6765,3168.103,0.0406,1.0,0.4824,24567618.0,66082500.0,12243.8972928,7779.0140687,1.573965181791496
4822.5,107.2039,0.1604,2.5349,19.3475,21.5061,4734.2573,2716.9407,3168.2617,0.0482,1.0,0.5569,49153992.0,47432612.0,12000.868829770001,6887.17298043,1.7424956312075564
4823.0,107.2039,0.1604,2.5378,19.3475,17.2567,4734.2573,2726.2749,3168.4192,0.0482,1.0,0.5569,48611424.0,47867784.0,12014.59817594,6918.740441219999,1.7365296874500808
4823.5,107.2039,0.1604,2.5466,13.2182,10.8168,4734.2573,2716.9407,3168.5757,0.0447,1.0,0.7049,48073860.0,45195644.0,12056.259640180002,6918.961186620001,1.7424956312075564
4824.0,107.2039,0.1604,2.5387,13.2182,10.8168,4734.2573,2726.2749,3168.731,0.0447,1.0,0.7049,42050632.0,44917244.0,12018.85900751,6921.19408863,1.7365296874500808
4824.5,115.8641,0.1387,2.5576,8.0658,10.8168,4738.5923,2720.4619,3168.8796,0.0427,1.0,0.4503,29023582.0,61133604.0,12119.42366648,6957.853355439999,1.7418337305146603
4825.0,115.8641,0.1387,2.5411,8.0658,12.5999,4738.5923,2720.4619,3169.0227,0.0427,1.0,0.4503,29786162.0,59430028.0,12041.236893530002,6912.965734089999,1.7418337305146603
4825.5,115.8641,0.1387,2.512,11.611,18.9481,4738.5923,2720.4619,3169.1846,0.0462,1.0,0.5144,48287200.0,46700112.0,11903.3438576,6833.8002928,1.7418337305146603
4826.0,115.8641,0.1387,2.5242,11.611,18.9481,4738.5923,2720.4619,3169.3538,0.0462,1.0,0.5144,48759508.0,47156904.0,11961.154683660001,6866.989927979999,1.7418337305146603
4826.5,116.7529,0.1429,2.5617,11.9452,18.9481,4752.8901,2720.4619,3169.5188,0.0468,1.0,0.6015,51109344.0,48568196.0,12175.47856917,6969.00724923,1.7470893821376436
4827.0,116.7529,0.1429,2.5383,11.9452,14.1538,4716.7109,2720.4619,3169.6702,0.0468,1.0,0.6015,47970812.0,47683312.0,11972.42727747,6905.34844077,1.7337904640384783
4827.5,116.7529,0.1429,2.5377,11.99,14.1538,4752.8901,2754.7356,3169.8101,0.0503,1.0,0.4924,29450998.0,48868648.0,12061.409206769998,6990.692532120001,1.7253525528911013
4828.0,116.7529,0.1429,2.558,11.99,13.3602,4810.7188,2986.0513,3169.9561,0.0503,1.0,0.4924,25040422.0,63196532.0,12305.818690399998,7638.3192254,1.611063681323894
4828.5,101.5995,0.1129,2.5428,14.9311,13.5058,4846.7358,3107.7468,3170.1062,0.0416,1.0,0.4799,21721664.0,74582296.0,12324.279792240002,7902.378563040001,1.5595658565234467
4829.0,101.5995,0.1129,2.5417,14.9311,14.5423,4846.7358,3107.7468,3170.2571,0.0416,1.0,0.4799,36549636.0,57600544.0,12318.94838286,7898.96004156,1.5595658565234467
4829.5,87.9177,0.0861,2.5555,22.4193,18.4664,4846.7358,3025.7585,3170.4407,0.0348,1.0,0.4316,21063520.0,78864328.0,12385.833336900001,7732.325846749999,1.6018250630379127
4830.0,87.9177,0.0861,2.5477,22.4193,19.1402,4827.0352,3025.7585,3170.6138,0.0348,1.0,0.4316,32388630.0,59425752.0,12297.83757904,7708.724930449999,1.5953141005800695
4830.5,87.9177,0.0861,2.5555,30.6237,22.7754,4827.0352,3087.6851,3170.7554,0.0329,1.0,0.4017,30449526.0,61031968.0,12335.4884536,7890.57927305,1.5633184873677695
4831.0,87.9177,0.0861,2.5607,30.6237,28.0978,4813.1162,3087.6851,3170.9124,0.0329,1.0,0.4017,27672736.0,64371588.0,12324.946653340003,7906.635235570001,1.5588105794855829
4831.5,91.1369,0.0933,2.5354,27.4202,28.0978,4878.5952,3087.6851,3171.074,0.038,1.0,0.4243,22416984.0,70594688.0,12369.19027008,7828.516802540001,1.5800170814050951
4832.0,91.1369,0.0933,2.5607,27.4202,22.7754,4878.5952,3087.6851,3171.2146,0.038,1.0,0.4243,28136818.0,68418560.0,12492.61872864,7906.635235570001,1.5800170814050951
4832.5,99.3087,0.1126,2.5557,17.4603,18.3466,4878.5952,2932.145,3171.3689,0.0389,1.0,0.5119,43146572.0,56155904.0,12468.225752639999,7493.682976499999,1.6638314953728413
4833.0,99.3087,0.1126,2.5556,17.4603,17.8258,4874.0396,2925.8352,3171.5139,0.0389,1.0,0.5119,43335668.0,55909060.0,12456.09560176,7477.26443712,1.6658626569261317
4833.5,99.1129,0.1141,2.5398,17.3534,17.5725,4874.0396,2897.8562,3171.6929,0.0386,1.0,0.5187,40636780.0,54169508.0,12379.08577608,7359.975176760001,1.6819466749247254
4834.0,99.1129,0.1141,2.5681,17.3534,15.563,4805.7065,2907.0378,3171.8782,0.0386,1.0,0.5187,50237228.0,55733060.0,12341.53486265,7465.56377418,1.6531283150153742
4834.5,105.8531,0.1277,2.5379,18.4275,15.563,4805.7065,2859.625,3172.0581,0.0467,1.0,0.4972,34910504.0,46052844.0,12196.40252635,7257.4422875,1.6805373082134896
4835.0,105.8531,0.1277,2.5524,18.4275,15.563,4736.7588,2854.3066,3172.2156,0.0467,1.0,0.4972,37258092.0,40383424.0,12090.10316112,7285.33216584,1.6595129619221705
4835.5,105.8531,0.1277,2.5668,15.9386,15.1131,4736.7588,2859.625,3172.376,0.0442,1.0,0.5133,47403692.0,53876640.0,12158.31248784,7340.0854500000005,1.6564265594264982
4836.0,105.8531,0.1277,2.5315,15.9386,15.1131,4736.7588,2854.3066,3172.5254,0.0442,1.0,0.5133,39366916.0,52211932.0,11991.104902199999,7225.6771579,1.6595129619221705
4836.5,96.0244,0.1037,2.56,15.0119,15.3237,4743.5967,2859.625,3172.6711,0.0395,1.0,0.4542,26972374.0,60249952.0,12143.607552,7320.64,1.6588177470822223
4837.0,96.0244,0.1037,2.5711,15.0119,15.3237,4736.7588,2863.3997,3172.8179,0.0395,1.0,0.4542,34107384.0,49499308.0,12178.68055068,7362.08696867,1.654242961609586
4837.5,96.0244,0.0766,2.5729,20.139,15.4361,4743.5967,3032.012,3172.9619,0.0257,1.0,0.3849,31997392.0,66174664.0,12204.79994943,7801.063674800001,1.5645045929897374
4838.0,96.0244,0.0766,2.5923,20.139,23.7152,4726.2319,2918.9583,3173.1074,0.0257,1.0,0.3849,39909840.0,55095916.0,12251.81095437,7566.815601089999,1.6191501947801037
4838.5,98.3548,0.0766,2.5729,30.5872,23.7152,4818.0049,3057.1621,3173.249,0.0356,1.0,0.3521,29063906.0,60087756.0,12396.244807210001,7865.77236709,1.575972991422339
4839.0,98.3548,0.0766,2.5759,30.5872,23.7152,4818.0049,3048.637,3173.3879,0.0356,1.0,0.3521,30769350.0,56536528.0,12410.698821909999,7852.9840483,1.5803799862036705
4839.5,98.7884,0.0766,2.5701,19.2151,21.5634,4859.9077,3049.4976,3173.5225,0.0349,1.0,0.3903,33158514.0,61427444.0,12490.44877977,7837.513781760001,1.5936748728708623
4840.0,98.7884,0.0766,2.577,19.2151,19.2018,4869.9653,3048.637,3173.6521,0.0349,1.0,0.3903,34056388.0,61722868.0,12549.9005781,7856.337549000001,1.597423799553702
4840.5,82.6643,0.0804,2.5808,19.2837,19.2018,4859.4316,3049.4976,3173.7827,0.0244,1.0,0.3501,34775660.0,61251328.0,12541.22107328,7870.14340608,1.5935187487932436
4841.0,82.6643,0.0804,2.5718,19.2837,21.5634,4869.9653,3048.637,3173.9189,0.0244,1.0,0.3501,33218368.0,70121536.0,12524.57675854,7840.484636600001,1.597423799553702
4841.5,81.2164,0.0817,2.5898,46.9956,24.6629,4859.4316,3032.5559,3174.0613,0.0323,1.0,0.4207,29499362.0,67669640.0,12584.955957679998,7853.713269819999,1.6024211128309291
4842.0,81.2164,0.0817,2.554,46.9956,24.6629,4722.0576,2929.5381,3174.1907,0.0323,1.0,0.4207,33503606.0,55971976.0,12060.135110399999,7482.0403074,1.6118778588337868
4842.5,81.2164,0.0817,2.5746,24.1616,24.6629,4722.0576,2929.5381,3174.3188,0.0425,1.0,0.3786,31617506.0,51306424.0,12157.409496960001,7542.3887922600015,1.6118778588337868
4843.0,81.2164,0.0817,2.5755,24.1616,24.6629,4722.0576,2929.5381,3174.4587,0.0425,1.0,0.3786,38908460.0,46568580.0,12161.6593488,7545.02537655,1.6118778588337868
4843.5,81.2164,0.0949,2.5746,26.3783,24.6629,4850.0171,3036.2808,3174.6011,0.0297,1.0,0.4117,25908714.0,70391928.0,12486.85402566,7817.20854768,1.5973545990871463
4844.0,81.2164,0.0949,2.5746,26.3783,21.7032,4955.9897,3216.4607,3174.7358,0.0297,1.0,0.4117,29529828.0,76630960.0,12759.691081620002,8281.09971822,1.5408208469638693
4844.5,80.5039,0.101,2.5404,28.1697,21.7032,4965.7788,3216.4607,3174.8672,0.0421,1.0,0.4099,32813628.0,59494368.0,12615.06446352,8171.09676228,1.5438642853618576
4845.0,80.5039,0.101,2.5497,28.1697,25.5203,4955.9897,3036.2808,3174.998,0.0421,1.0,0.4099,25162350.0,67255816.0,12636.286938090001,7741.60515576,1.6322567069554306
4845.5,88.4811,0.1084,2.5687,21.1003,21.4253,4965.7788,3036.2808,3175.1301,0.0384,1.0,0.5024,51291580.0,55704732.0,12755.596003560002,7799.294490960001,1.6354807500017785
4846.0,88.4811,0.1084,2.5655,21.1003,18.5845,4948.1323,3088.1692,3175.2537,0.0384,1.0,0.5024,45400084.0,57873952.0,12694.43341565,7922.6980826,1.6022866557959325
4846.5,88.4811,0.1119,2.5583,15.6476,17.0257,4948.1323,3088.1692,3175.3657,0.0428,1.0,0.4619,24860832.0,62416880.0,12658.80686309,7900.46326436,1.6022866557959325
4847.0,88.4811,0.1119,2.5523,15.6476,13.1383,4892.8096,3088.1692,3175.4705,0.0428,1.0,0.4619,25413616.0,65268828.0,12487.917942079997,7881.934249159999,1.5843722552507808
4847.5,88.4379,0.1159,2.588,13.1105,13.0973,4782.4795,3088.1692,3175.5896,0.0427,1.0,0.4809,16390134.0,83877048.0,12377.056946,7992.1818895999995,1.5486455534884553
4848.0,88.4379,0.1159,2.5575,13.1105,13.1383,4861.4766,2802.8049,3175.7119,0.0427,1.0,0.4809,32326918.0,51384452.0,12433.226404500001,7168.173531750001,1.7345041033715902
4848.5,90.931,0.1377,2.5602,13.9419,13.0973,4742.146,2780.2583,3175.8315,0.0438,1.0,0.5484,46067304.0,50665724.0,12140.842189199999,7118.01729966,1.705649435521872
4849.0,90.931,0.1377,2.5632,13.9419,13.1383,4664.4092,2738.5986,3175.958,0.0438,1.0,0.5484,56723892.0,49272580.0,11955.813661440001,7019.57593152,1.7032102477522628
4849.5,99.4265,0.1439,2.5381,13.7698,15.0224,4664.4092,2723.0259,3176.085,0.0353,1.0,0.6816,47307012.0,46423628.0,11838.73699052,6911.31203679,1.7129507288197294
4850.0,99.4265,0.1439,2.536,13.7698,15.1428,4664.4092,2684.4976,3176.2163,0.0353,1.0,0.6816,44548872.0,47686652.0,11828.9417312,6807.8859136,1.7375352468186225
4850.5,100.1218,0.1544,2.5557,15.3619,15.1428,4661.9976,2665.8689,3176.3489,0.0444,1.0,0.5431,44467784.0,46420888.0,11914.667266319999,6813.161147729999,1.7487722670833512
4851.0,100.1218,0.1544,2.515,15.3619,15.535,4584.9272,2665.8689,3176.4702,0.0444,1.0,0.5431,47567708.0,44951340.0,11531.091908,6704.6602835,1.7198622182808765
4851.5,100.1218,0.1549,2.5143,14.9817,15.1428,4584.9272,2542.218,3176.592,0.0508,1.0,0.6339,51180524.0,40857320.0,11527.88245896,6391.898717399999,1.8035145687741965
4852.0,100.1218,0.1549,2.5202,14.9817,11.4401,4661.9976,2542.218,3176.7153,0.0508,1.0,0.6339,42763676.0,41048504.0,11749.16635152,6406.8978036,1.8338307729706893
4852.5,103.91,0.1836,2.5333,10.8035,10.7842,4584.9272,2542.218,3176.8386,0.0411,1.0,0.6281,56531208.0,41477544.0,11614.99607576,6440.2008594,1.8035145687741965
4853.0,103.91,0.1836,2.5496,10.8035,11.4401,4433.8091,2542.218,3176.9612,0.0411,1.0,0.6281,57257928.0,42010744.0,11304.43968136,6481.639012799999,1.7440711614818245
4853.5,103.91,0.1836,2.5243,13.5535,10.7842,4347.2368,2465.8418,3177.0874,0.0498,1.0,0.6162,42932748.0,38744176.0,10973.72985424,6224.524455740001,1.7629828482914027
4854.0,103.91,0.1836,2.5252,13.5535,9.7482,4347.2368,2454.7861,3177.2197,0.0498,1.0,0.6162,43658368.0,38425992.0,10977.642367359998,6198.825859719999,1.7709228514859197
4854.5,104.8865,0.1856,2.526,8.7279,9.7482,4332.5117,2420.6267,3177.3359,0.0409,1.0,0.7121,44994880.0,37386884.0,10943.924554199999,6114.503044199999,1.7898305839557997
4855.0,104.8865,0.1856,2.5187,8.7279,7.9409,4334.4277,2385.4507,3177.4431,0.0409,1.0,0.7121,48206088.0,35489416.0,10917.12304799,6008.23467809,1.8170267362892893
4855.5,105.2442,0.1856,2.5511,6.5328,7.8851,4334.4277,2365.2688,3177.5564,0.045,1.0,0.657,52074596.0,37033144.0,11057.55850547,6034.037235679999,1.8325307043326324
4856.0,105.2442,0.1856,2.5363,6.5328,7.8851,4409.5117,2361.1982,3177.6604,0.045,1.0,0.657,53347100.0,35863228.0,11183.84452471,5988.70699466,1.8674890146875431
4856.5,105.2442,0.1688,2.5417,7.9612,7.8851,4409.5117,2385.4507,3177.7776,0.0445,1.0,0.6272,47137700.0,35587212.0,11207.65588789,6063.10004419,1.848502549224765
4857.0,105.2442,0.1688,2.5596,7.9612,8.1295,4526.7217,2425.3535,3177.896,0.0445,1.0,0.6272,57170944.0,38537524.0,11586.596863320001,6207.934818600001,1.8664172872119464
4857.5,104.1327,0.1671,2.544,9.6682,9.5446,4526.7217,2424.7515,3178.0112,0.0485,1.0,0.5882,56515988.0,38051660.0,11515.9800048,6168.567816,1.866880667977729
4858.0,104.1327,0.1671,2.5561,9.6682,9.6849,4582.4663,2473.1787,3178.1179,0.0485,1.0,0.5882,55278124.0,40960684.0,11713.242109429999,6321.692075069999,1.8528650194181278
4858.5,104.1327,0.1733,2.5204,10.6429,9.6849,4548.4121,2473.1787,3178.2268,0.0464,1.0,0.6215,53709512.0,38855952.0,11463.817856839998,6233.399595479999,1.839095614077543
4859.0,104.1327,0.1733,2.533,10.6429,9.6849,4591.3501,2481.5613,3178.3398,0.0464,1.0,0.6215,55226344.0,40012864.0,11629.889803299999,6285.7947729,1.8501860502096
4859.5,107.6311,0.2052,2.5095,7.4615,9.6849,4548.4121,2481.5613,3178.4536,0.0379,1.0,0.7396,58433188.0,38781248.0,11414.240164949999,6227.47808235,1.832883233631988
4860.0,107.6311,0.2052,2.5321,7.4615,7.7562,4515.1475,2481.5613,3178.5681,0.0379,1.0,0.7396,53638068.0,40929408.0,11432.804984749999,6283.561367729999,1.8194785274899317
4860.5,112.8264,0.2052,2.5321,8.8184,7.5928,4515.1475,2452.6121,3178.6821,0.0489,1.0,0.6685,53576524.0,38566680.0,11432.804984749999,6210.259098409999,1.8409545887831185
4861.0,112.8264,0.2052,2.5222,8.8184,7.3175,4515.1475,2443.6079,3178.8164,0.0489,1.0,0.6685,53716412.0,37985320.0,11388.1050245,6163.267845380001,1.8477381334378564
4861.5,126.1436,0.2011,2.5305,6.6346,7.3175,4416.3799,2434.0286,3178.9526,0.0405,1.0,0.7165,49019368.0,37935860.0,11175.64933695,6159.3093723,1.8144322133273207
4862.0,126.1436,0.2011,2.538,6.6346,6.9768,4416.3799,2443.6079,3179.0664,0.0405,1.0,0.7165,48710608.0,38463732.0,11208.772186199998,6201.876850199999,1.8073193739470232
4862.5,114.9194,0.1986,2.5088,6.6201,6.9768,4397.0947,2434.0286,3179.1841,0.0467,1.0,0.6719,49798308.0,35946000.0,11031.431183359999,6106.49095168,1.8065090525230474
4863.0,114.9194,0.1986,2.5215,6.6201,6.9768,4433.2222,2443.6079,3179.304,0.0467,1.0,0.6719,51261212.0,36848632.0,11178.3697773,6161.55731985,1.8142117644978968
4863.5,116.4743,0.1986,2.531,8.896,7.979,4518.6953,2458.0884,3179.4287,0.0376,1.0,0.7326,53389572.0,38706772.0,11436.8178043,6221.421740400001,1.8382964990193194
